title,slogan,address,phone/0,email,web,categories/0,phone/1,categories/1,categories/2,socialNetwork/0,socialNetwork/1,categories/3,phone/2,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,socialNetwork/2,socialNetwork/3,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,,phone/3,phone/4,phone/5,phone/6,phone/7,phone/8,phone/9,categories/20,categories/21,categories/22,categories/23,categories/24,categories/25
INGENIERIA CINAVAR Y CONSULTORA,, Calle 3 N° 127 ,3402411,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEQUEÑO HC SAN IGNACIO,, Calle BolÍvar N° S/n ,9622051,,,"Servicio de hoteles, moteles y otro tipo de hospedaje para estancias cortas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDAD AGROFORESTAL LOS VERDES S.R.L.,, Av. Libertador Jose De San Martin Edificio: Torre Equipetrol Piso: 10 Oficina: Dpto 10 ,3334118,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servicio de Llaves,, Av. Uruguay Nº 364 Esq. Campero ,3332595,,,Copias de llaves,3376986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOCUS,Artefactos Electricos y a gas, Av. Landivar Nº 161 ,3536206,,www.focusimport.com,Calefones,,Campanas extractoras,Cocinas encimeras,,,Termotanques eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSPORTE FICUZA S.R.L.,, Av. 4to Anillo N° S/n ,3581996,,,Transporte automotor de carga por carretera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS AVELINO CARRASCO,, Av. Banzer Km.9 Carret. Warnes B/ Paraiso N° S/n ,3443202,,,"Fabricación de tanques, calderas, depósitos y recipientes de metal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botelon,, Calle Barron Nº 455 ,3346368,,,Conjuntos musicales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMACION EMPRESARIAL DAE S.R.L.,, Av. Los Cusis N° 2015 ,3373573,,,Educación superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Chapaco Servicios,, 3º Anillo Esq. Mataral ,3526939,,,Talleres mecánicos de automotores,3535568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coimport,, Av. Grigota Nº 1750 ,3488282,,,Importadoras de llantas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDAD AGROFORESTAL LAS LAJITAS S.R.L.,, Av. Libertador J. De San Martin N° S/n Edificio: Torre Equipetrol Piso: 10 Oficina: 10 ,3419565,,,Cultivo de productos agrícolas en combinación con la cría de animales (explotaci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAULISTANIA CASABLANCA HOTEL,, Av. Marcelo Terceros N° 205 Edificio: Paulistania Casablanca Hotel Piso: 1 Oficina: 1412 ,3434444,,,"Servicio de hoteles, moteles y otro tipo de hospedaje para estancias cortas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS ANDRADE,, Av. 16 De Julio Barrio 27 De Mayo C/18 N° 6520 ,3478488,,,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
